dh_co_111	dh_o_111	dh_co_100	dh_o_100	dh_co_110	dh_o_110	dh_co_211	dh_o_211
7.39	5.05	0.19	-6.61	-3.88	-5.15	7.92	-2.45
-2.61	-4.95	-9.81	3.39	6.12	4.85	-2.08	7.55
-7.61	0.05	-4.81	-1.61	1.12	-0.15	-7.08	-7.45
2.39	-9.95	5.19	8.39	-8.88	9.85	2.92	2.55
4.89	2.55	-7.31	-9.11	3.62	7.35	5.42	5.05
-5.11	-7.45	2.69	0.89	-6.38	-2.65	-4.58	-4.95
-0.11	7.55	7.69	-4.11	-1.38	2.35	-9.58	0.05
9.89	-2.45	-2.31	5.89	8.62	-7.65	0.42	-9.95
9.85	7.51	0.85	-8.68	4.29	4.89	7.49	-1.24
-0.15	-2.49	-9.15	1.32	-5.71	-5.11	-2.51	8.76
-5.15	2.51	-4.15	-3.68	-0.71	9.89	-7.51	-6.24
4.85	-7.49	5.85	6.32	9.29	-0.11	2.49	3.76
2.35	0.01	-6.65	-6.18	-3.21	-2.61	9.99	6.26
-7.65	-9.99	3.35	3.82	6.79	7.39	-0.01	-3.74
-2.65	5.01	8.35	-1.18	1.79	-7.61	-5.01	1.26
7.35	-4.99	-1.65	8.82	-8.21	2.39	4.99	-8.74
6.1	3.76	7.1	2.57	-6.96	1.14	6.24	0.01
-3.9	-6.24	-2.9	-7.43	3.04	-8.86	-3.76	-9.99
-8.9	8.76	-7.9	7.57	8.04	6.14	-8.76	5.01
1.1	-1.24	2.1	-2.43	-1.96	-3.86	1.24	-4.99
3.6	6.26	-0.4	0.07	5.54	-1.36	8.74	-7.49
-6.4	-3.74	9.6	-9.93	-4.46	8.64	-1.26	2.51
-1.4	1.26	4.6	5.07	-9.46	-6.36	-6.26	-2.49
8.6	-8.74	-5.4	-4.93	0.54	3.64	3.74	7.51
7.98	1.88	-3.53	-0.56	9.91	8.02	-3.13	3.13
-2.02	-8.12	6.47	9.44	-0.09	-1.98	6.87	-6.87
-7.02	6.88	1.47	-5.56	-5.09	3.02	1.87	8.13
2.98	-3.12	-8.53	4.44	4.91	-6.98	-8.13	-1.87
0.48	9.38	8.97	-3.06	-7.59	-9.48	-0.63	-9.37
-9.52	-0.62	-1.03	6.94	2.41	0.52	9.37	0.63
-4.52	4.38	-6.03	-8.06	7.41	-4.48	4.37	-4.37
5.48	-5.62	3.97	1.94	-2.59	5.52	-5.63	5.63
6.73	5.63	-9.78	5.69	-1.34	6.77	-4.38	-3.12
-3.27	-4.37	0.22	-4.31	8.66	-3.23	5.62	6.88
-8.27	0.63	5.22	0.69	3.66	1.77	0.62	-8.12
1.73	-9.37	-4.78	-9.31	-6.34	-8.23	-9.38	1.88
4.23	3.13	2.72	8.19	1.16	-5.73	-1.88	9.38
-5.77	-6.87	-7.28	-1.81	-8.84	4.27	8.12	-0.62
-0.77	8.13	-2.28	3.19	-3.84	-0.73	3.12	4.38
9.23	-1.87	7.72	-6.81	6.16	9.27	-6.88	-5.62
8.92	2.82	-8.21	0.38	-9.78	-7.92	2.18	7.2
-1.08	-7.18	1.79	-9.62	0.22	2.08	-7.82	-2.8
-6.08	7.82	6.79	5.38	5.22	-2.92	-2.82	2.2
3.92	-2.18	-3.21	-4.62	-4.78	7.08	7.18	-7.8
1.42	5.32	4.29	2.88	7.72	9.58	4.68	-0.3
-8.58	-4.68	-5.71	-7.12	-2.28	-0.42	-5.32	9.7
-3.58	0.32	-0.71	7.88	-7.28	4.58	-0.32	-5.3
6.42	-9.68	9.29	-2.12	2.72	-5.42	9.68	4.7
5.17	9.07	-4.46	-5.87	1.47	-6.67	0.93	-6.55
-4.83	-0.93	5.54	4.13	-8.53	3.33	-9.07	3.45
-9.83	4.07	0.54	-0.87	-3.53	-1.67	-4.07	-1.55
0.17	-5.93	-9.46	9.13	6.47	8.33	5.93	8.45
2.67	1.57	8.04	-8.37	-1.03	5.83	3.43	0.95
-7.33	-8.43	-1.96	1.63	8.97	-4.17	-6.57	-9.05
-2.33	6.57	-6.96	-3.37	3.97	0.83	-1.57	5.95
7.67	-3.43	3.04	6.63	-6.03	-9.17	8.43	-4.05
8.29	7.2	6.16	8.51	-4.15	-4.79	-8.45	-9.68
-1.71	-2.8	-3.84	-1.49	5.85	5.21	1.55	0.32
-6.71	2.2	-8.84	3.51	0.85	-9.79	6.55	-4.68
3.29	-7.8	1.16	-6.49	-9.15	0.21	-3.45	5.32
0.79	4.7	-1.34	6.01	3.35	2.71	-5.95	2.82
-9.21	-5.3	8.66	-3.99	-6.65	-7.29	4.05	-7.18
-4.21	9.7	3.66	1.01	-1.65	7.71	9.05	7.82
5.79	-0.3	-6.34	-8.99	8.35	-2.29	-0.95	-2.18
7.04	0.95	2.41	-2.74	7.1	-1.04	-9.7	9.07
-2.96	-9.05	-7.59	7.26	-2.9	8.96	0.3	-0.93
-7.96	5.95	-2.59	-7.74	-7.9	-6.04	5.3	4.07
2.04	-4.05	7.41	2.26	2.1	3.96	-4.7	-5.93
4.54	8.45	-5.09	-0.24	-5.4	1.46	-7.2	-3.43
-5.46	-1.55	4.91	9.76	4.6	-8.54	2.8	6.57
-0.46	3.45	9.91	-5.24	9.6	6.46	7.8	-8.43
9.54	-6.55	-0.09	4.76	-0.4	-3.54	-2.2	1.57
9.38	0.48	9.44	7.41	0.07	-2.45	4.52	5.17
-0.62	-9.52	-0.56	-2.59	-9.93	7.55	-5.48	-4.83
-5.62	5.48	-5.56	2.41	-4.93	-7.45	-0.48	0.17
4.38	-4.52	4.44	-7.59	5.07	2.55	9.52	-9.83
1.88	7.98	-3.06	9.91	-2.43	0.05	2.02	-2.33
-8.12	-2.02	6.94	-0.09	7.57	-9.95	-7.98	7.67
-3.12	2.98	1.94	4.91	2.57	5.05	-2.98	-7.33
6.88	-7.02	-8.06	-5.09	-7.43	-4.95	7.02	2.67
5.63	6.73	3.19	-1.34	-8.68	-3.7	3.27	-6.08
-4.37	-3.27	-6.81	8.66	1.32	6.3	-6.73	3.92
-9.37	1.73	-1.81	-6.34	6.32	-8.7	-1.73	-1.08
0.63	-8.27	8.19	3.66	-3.68	1.3	8.27	8.92
3.13	4.23	-9.31	-3.84	8.82	3.8	0.77	1.42
-6.87	-5.77	0.69	6.16	-1.18	-6.2	-9.23	-8.58
-1.87	9.23	5.69	-8.84	-6.18	8.8	-4.23	6.42
8.13	-0.77	-4.31	1.16	3.82	-1.2	5.77	-3.58
7.51	9.85	-7.43	4.29	5.69	-5.58	-6.1	-7.96
-2.49	-0.15	2.57	-5.71	-4.31	4.42	3.9	2.04
-7.49	4.85	7.57	9.29	-9.31	-0.58	8.9	-2.96
2.51	-5.15	-2.43	-0.71	0.69	9.42	-1.1	7.04
0.01	2.35	0.07	1.79	-6.81	6.92	-8.6	4.54
-9.99	-7.65	-9.93	-8.21	3.19	-3.08	1.4	-5.46
-4.99	7.35	-4.93	6.79	8.19	1.92	6.4	9.54
5.01	-2.65	5.07	-3.21	-1.81	-8.08	-3.6	-0.46
6.26	3.6	-1.18	-9.46	-3.06	-9.33	-7.35	8.29
-3.74	-6.4	8.82	0.54	6.94	0.67	2.65	-1.71
-8.74	8.6	3.82	-4.46	1.94	-4.33	7.65	3.29
1.26	-1.4	-6.18	5.54	-8.06	5.67	-2.35	-6.71
3.76	6.1	6.32	-6.96	4.44	8.17	-9.85	-4.21
-6.24	-3.9	-3.68	3.04	-5.56	-1.83	0.15	5.79
-1.24	1.1	-8.68	-1.96	-0.56	3.17	5.15	-9.21
8.76	-8.9	1.32	8.04	9.44	-6.83	-4.85	0.79
9.07	5.17	-2.12	-4.15	-5.87	5.36	9.83	-1.4
-0.93	-4.83	7.88	5.85	4.13	-4.64	-0.17	8.6
-5.93	0.17	2.88	-9.15	9.13	0.36	-5.17	-6.4
4.07	-9.83	-7.12	0.85	-0.87	-9.64	4.83	3.6
1.57	2.67	5.38	-1.65	6.63	-7.14	7.33	6.1
-8.43	-7.33	-4.62	8.35	-3.37	2.86	-2.67	-3.9
-3.43	7.67	-9.62	-6.65	-8.37	-2.14	-7.67	1.1
6.57	-2.33	0.38	3.35	1.63	7.86	2.33	-8.9
5.32	1.42	-5.87	9.6	2.88	9.11	8.58	2.35
-4.68	-8.58	4.13	-0.4	-7.12	-0.89	-1.42	-7.65
-9.68	6.42	9.13	4.6	-2.12	4.11	-6.42	7.35
0.32	-3.58	-0.87	-5.4	7.88	-5.89	3.58	-2.65
2.82	8.92	1.63	7.1	-4.62	-8.39	6.08	-5.15
-7.18	-1.08	-8.37	-2.9	5.38	1.61	-3.92	4.85
-2.18	3.92	-3.37	2.1	0.38	-3.39	-8.92	-0.15
7.82	-6.08	6.63	-7.9	-9.62	6.61	1.08	9.85
8.45	4.54	4.76	-7.28	-0.24	2.24	-0.79	4.23
-1.55	-5.46	-5.24	2.72	9.76	-7.76	9.21	-5.77
-6.55	9.54	-0.24	-2.28	4.76	7.24	4.21	9.23
3.45	-0.46	9.76	7.72	-5.24	-2.76	-5.79	-0.77
0.95	7.04	-7.74	-9.78	2.26	-0.26	-3.29	-8.27
-9.05	-2.96	2.26	0.22	-7.74	9.74	6.71	1.73
-4.05	2.04	7.26	-4.78	-2.74	-5.26	1.71	-3.27
5.95	-7.96	-2.74	5.22	7.26	4.74	-8.29	6.73
7.2	8.29	8.51	1.47	8.51	3.49	-2.04	-4.52
-2.8	-1.71	-1.49	-8.53	-1.49	-6.51	7.96	5.48
-7.8	3.29	-6.49	6.47	-6.49	8.49	2.96	-9.52
2.2	-6.71	3.51	-3.53	3.51	-1.51	-7.04	0.48
4.7	0.79	-3.99	3.97	-8.99	-4.01	-4.54	7.98
-5.3	-9.21	6.01	-6.03	1.01	5.99	5.46	-2.02
-0.3	5.79	1.01	8.97	6.01	-9.01	0.46	2.98
9.7	-4.21	-8.99	-1.03	-3.99	0.99	-9.54	-7.02
9.78	4.15	-4.7	7.65	5.15	6.69	3.19	-8.97
-0.22	-5.85	5.3	-2.35	-4.85	-3.31	-6.81	1.03
-5.22	9.15	0.3	2.65	-9.85	1.69	-1.81	-3.97
4.78	-0.85	-9.7	-7.35	0.15	-8.31	8.19	6.03
2.28	6.65	7.8	5.15	-7.35	-5.81	0.69	3.53
-7.72	-3.35	-2.2	-4.85	2.65	4.19	-9.31	-6.47
-2.72	1.65	-7.2	0.15	7.65	-0.81	-4.31	8.53
7.28	-8.35	2.8	-9.85	-2.35	9.19	5.69	-1.47
6.03	7.9	-8.45	-3.6	-3.6	7.94	4.44	9.78
-3.97	-2.1	1.55	6.4	6.4	-2.06	-5.56	-0.22
-8.97	2.9	6.55	-8.6	1.4	2.94	-0.56	4.78
1.03	-7.1	-3.45	1.4	-8.6	-7.06	9.44	-5.22
3.53	0.4	4.05	-1.1	3.9	-9.56	1.94	-2.72
-6.47	-9.6	-5.95	8.9	-6.1	0.44	-8.06	7.28
-1.47	5.4	-0.95	-6.1	-1.1	-4.56	-3.06	-7.72
8.53	-4.6	9.05	3.9	8.9	5.44	6.94	2.28
7.9	6.03	2.18	0.77	0.77	1.06	-7.43	6.65
-2.1	-3.97	-7.82	-9.23	-9.23	-8.94	2.57	-3.35
-7.1	1.03	-2.82	5.77	-4.23	6.06	7.57	1.65
2.9	-8.97	7.18	-4.23	5.77	-3.94	-2.43	-8.35
0.4	3.53	-5.32	3.27	-1.73	-1.44	-9.93	-0.85
-9.6	-6.47	4.68	-6.73	8.27	8.56	0.07	9.15
-4.6	8.53	9.68	8.27	3.27	-6.44	5.07	-5.85
5.4	-1.47	-0.32	-1.73	-6.73	3.56	-4.93	4.15
6.65	2.28	5.93	-5.48	-7.98	4.81	-6.18	-7.1
-3.35	-7.72	-4.07	4.52	2.02	-5.19	3.82	2.9
-8.35	7.28	-9.07	-0.48	7.02	9.81	8.82	-2.1
1.65	-2.72	0.93	9.52	-2.98	-0.19	-1.18	7.9
4.15	9.78	-1.57	-7.98	9.52	-2.69	-8.68	0.4
-5.85	-0.22	8.43	2.02	-0.48	7.31	1.32	-9.6
-0.85	4.78	3.43	-2.98	-5.48	-7.69	6.32	5.4
9.15	-5.22	-6.57	7.02	4.52	2.31	-3.68	-4.6
8.84	8.84	7.49	-0.79	-0.79	-1.12	8.51	2.59
-1.16	-1.16	-2.51	9.21	9.21	8.88	-1.49	-7.41
-6.16	3.84	-7.51	-5.79	4.21	-6.12	-6.49	7.59
3.84	-6.16	2.49	4.21	-5.79	3.88	3.51	-2.41
1.34	1.34	-0.01	-3.29	1.71	1.38	6.01	-9.91
-8.66	-8.66	9.99	6.71	-8.29	-8.62	-3.99	0.09
-3.66	6.34	4.99	-8.29	-3.29	6.38	-8.99	-4.91
6.34	-3.66	-5.01	1.71	6.71	-3.62	1.01	5.09
5.09	2.59	1.24	5.46	7.96	-4.87	9.76	-3.66
-4.91	-7.41	-8.76	-4.54	-2.04	5.13	-0.24	6.34
-9.91	7.59	-3.76	0.46	-7.04	-9.87	-5.24	-8.66
0.09	-2.41	6.24	-9.54	2.96	0.13	4.76	1.34
2.59	5.09	-6.26	7.96	-9.54	2.63	7.26	8.84
-7.41	-4.91	3.74	-2.04	0.46	-7.37	-2.74	-1.16
-2.41	0.09	8.74	2.96	5.46	7.63	-7.74	3.84
7.59	-9.91	-1.26	-7.04	-4.54	-2.37	2.26	-6.16
8.21	0.71	-9.38	-7.67	-5.17	-6.75	-2.12	-0.54
-1.79	-9.29	0.62	2.33	4.83	3.25	7.88	9.46
-6.79	5.71	5.62	-2.67	9.83	-1.75	2.88	-5.54
3.21	-4.29	-4.38	7.33	-0.17	8.25	-7.12	4.46
0.71	8.21	3.12	-5.17	7.33	5.75	-4.62	6.96
-9.29	-1.79	-6.88	4.83	-2.67	-4.25	5.38	-3.04
-4.29	3.21	-1.88	-0.17	-7.67	0.75	0.38	1.96
5.71	-6.79	8.12	9.83	2.33	-9.25	-9.62	-8.04
6.96	6.96	-3.13	3.58	3.58	-8.0	-0.87	0.71
-3.04	-3.04	6.87	-6.42	-6.42	2.0	9.13	-9.29
-8.04	1.96	1.87	8.58	-1.42	-3.0	4.13	5.71
1.96	-8.04	-8.13	-1.42	8.58	7.0	-5.87	-4.29
4.46	4.46	9.37	1.08	-3.92	9.5	-3.37	-6.79
-5.54	-5.54	-0.63	-8.92	6.08	-0.5	6.63	3.21
-0.54	9.46	-5.63	6.08	1.08	4.5	1.63	-1.79
9.46	-0.54	4.37	-3.92	-8.92	-5.5	-8.37	8.21
9.62	6.49	-6.1	-6.26	9.37	-9.09	6.16	4.93
-0.38	-3.51	3.9	3.74	-0.63	0.91	-3.84	-5.07
-5.38	1.49	8.9	-1.26	-5.63	-4.09	-8.84	9.93
4.62	-8.51	-1.1	8.74	4.37	5.91	1.16	-0.07
2.12	3.99	1.4	-8.76	-8.13	8.41	8.66	-7.57
-7.88	-6.01	-8.6	1.24	1.87	-1.59	-1.34	2.43
-2.88	8.99	-3.6	-3.76	6.87	3.41	-6.34	-2.57
7.12	-1.01	6.4	6.24	-3.13	-6.59	3.66	7.43
5.87	0.24	-2.35	2.49	-1.88	-5.34	7.41	-3.82
-4.13	-9.76	7.65	-7.51	8.12	4.66	-2.59	6.18
-9.13	5.24	2.65	7.49	3.12	-0.34	-7.59	-8.82
0.87	-4.76	-7.35	-2.51	-6.88	9.66	2.41	1.18
3.37	7.74	5.15	4.99	0.62	7.16	9.91	8.68
-6.63	-2.26	-4.85	-5.01	-9.38	-2.84	-0.09	-1.32
-1.63	2.74	-9.85	9.99	-4.38	2.16	-5.09	3.68
8.37	-7.26	0.15	-0.01	5.62	-7.84	4.91	-6.32
7.74	3.37	8.27	-4.38	4.99	-3.47	-4.46	-1.94
-2.26	-6.63	-1.73	5.62	-5.01	6.53	5.54	8.06
-7.26	8.37	-6.73	-9.38	-0.01	-8.47	0.54	-6.94
2.74	-1.63	3.27	0.62	9.99	1.53	-9.46	3.06
0.24	5.87	-4.23	-1.88	-2.51	4.03	-1.96	5.56
-9.76	-4.13	5.77	8.12	7.49	-5.97	8.04	-4.44
-4.76	0.87	0.77	-6.88	2.49	9.03	3.04	0.56
5.24	-9.13	-9.23	3.12	-7.51	-0.97	-6.96	-9.44
6.49	9.62	4.52	9.37	-6.26	-2.22	-3.21	1.81
-3.51	-0.38	-5.48	-0.63	3.74	7.78	6.79	-8.19
-8.51	4.62	-0.48	4.37	8.74	-7.22	1.79	6.81
1.49	-5.38	9.52	-5.63	-1.26	2.78	-8.21	-3.19
3.99	2.12	-7.98	6.87	6.24	0.28	-0.71	-5.69
-6.01	-7.88	2.02	-3.13	-3.76	-9.72	9.29	4.31
-1.01	7.12	7.02	1.87	-8.76	5.28	4.29	-0.69
8.99	-2.88	-2.98	-8.13	1.24	-4.72	-5.71	9.31
9.31	1.81	3.58	4.68	-4.7	3.72	0.85	-8.51
-0.69	-8.19	-6.42	-5.32	5.3	-6.28	-9.15	1.49
-5.69	6.81	-1.42	9.68	0.3	8.72	-4.15	-3.51
4.31	-3.19	8.58	-0.32	-9.7	-1.28	5.85	6.49
1.81	9.31	-8.92	2.18	2.8	-3.78	3.35	3.99
-8.19	-0.69	1.08	-7.82	-7.2	6.22	-6.65	-6.01
-3.19	4.31	6.08	7.18	-2.2	-8.78	-1.65	8.99
6.81	-5.69	-3.92	-2.82	7.8	1.22	8.35	-1.01
5.56	5.56	9.83	-9.07	6.55	2.47	2.1	7.74
-4.44	-4.44	-0.17	0.93	-3.45	-7.53	-7.9	-2.26
-9.44	0.56	-5.17	-4.07	-8.45	7.47	-2.9	2.74
0.56	-9.44	4.83	5.93	1.55	-2.53	7.1	-7.26
3.06	3.06	-2.67	-6.57	-5.95	-0.03	4.6	-4.76
-6.94	-6.94	7.33	3.43	4.05	9.97	-5.4	5.24
-1.94	8.06	2.33	-1.57	9.05	-5.03	-0.4	-9.76
8.06	-1.94	-7.67	8.43	-0.95	4.97	9.6	0.24
8.68	8.68	-0.79	6.55	-9.07	9.35	-9.78	5.87
-1.32	-1.32	9.21	-3.45	0.93	-0.65	0.22	-4.13
-6.32	3.68	4.21	1.55	5.93	4.35	5.22	0.87
3.68	-6.32	-5.79	-8.45	-4.07	-5.65	-4.78	-9.13
1.18	1.18	6.71	9.05	8.43	-8.15	-7.28	-1.63
-8.82	-8.82	-3.29	-0.95	-1.57	1.85	2.72	8.37
-3.82	6.18	-8.29	4.05	-6.57	-3.15	7.72	-6.63
6.18	-3.82	1.71	-5.95	3.43	6.85	-2.28	3.37
7.43	4.93	-7.04	-2.2	2.18	5.6	-8.53	-5.38
-2.57	-5.07	2.96	7.8	-7.82	-4.4	1.47	4.62
-7.57	9.93	7.96	-7.2	-2.82	0.6	6.47	-0.38
2.43	-0.07	-2.04	2.8	7.18	-9.4	-3.53	9.62
4.93	7.43	0.46	-4.7	-0.32	-6.9	-6.03	2.12
-5.07	-2.57	-9.54	5.3	9.68	3.1	3.97	-7.88
-0.07	2.43	-4.54	-9.7	4.68	-1.9	8.97	7.12
9.93	-7.57	5.46	0.3	-5.32	8.1	-1.03	-2.88
9.95	7.49	-1.12	-0.11	0.48	-5.67	2.47	-4.42
-0.05	-2.51	8.88	9.89	-9.52	4.33	-7.53	5.58
-5.05	2.49	3.88	-5.11	-4.52	-0.67	-2.53	-9.42
4.95	-7.51	-6.12	4.89	5.48	9.33	7.47	0.58
2.45	4.99	6.38	-2.61	-2.02	6.83	4.97	8.08
-7.55	-5.01	-3.62	7.39	7.98	-3.17	-5.03	-1.92
-2.55	9.99	-8.62	-7.61	2.98	1.83	-0.03	3.08
7.45	-0.01	1.38	2.39	-7.02	-8.17	9.97	-6.92
6.2	1.24	-7.37	6.14	-8.27	-9.42	1.22	4.33
-3.8	-8.76	2.63	-3.86	1.73	0.58	-8.78	-5.67
-8.8	6.24	7.63	1.14	6.73	-4.42	-3.78	9.33
1.2	-3.76	-2.37	-8.86	-3.27	5.58	6.22	-0.67
3.7	8.74	0.13	8.64	9.23	8.08	3.72	-8.17
-6.3	-1.26	-9.87	-1.36	-0.77	-1.92	-6.28	1.83
-1.3	3.74	-4.87	3.64	-5.77	3.08	-1.28	-3.17
8.7	-6.26	5.13	-6.36	4.23	-6.92	8.72	6.83
8.08	3.12	3.25	-8.23	6.1	-1.3	-8.15	2.45
-1.92	-6.88	-6.75	1.77	-3.9	8.7	1.85	-7.55
-6.92	8.12	-1.75	-3.23	-8.9	-6.3	6.85	7.45
3.08	-1.88	8.25	6.77	1.1	3.7	-3.15	-2.55
0.58	5.62	-9.25	-5.73	-6.4	1.2	-5.65	-5.05
-9.42	-4.38	0.75	4.27	3.6	-8.8	4.35	4.95
-4.42	0.62	5.75	-0.73	8.6	6.2	9.35	-0.05
5.58	-9.38	-4.25	9.27	-1.4	-3.8	-0.65	9.95
6.83	9.37	9.5	3.02	-2.65	-2.55	-9.4	-1.3
-3.17	-0.63	-0.5	-6.98	7.35	7.45	0.6	8.7
-8.17	4.37	-5.5	8.02	2.35	-7.55	5.6	-6.3
1.83	-5.63	4.5	-1.98	-7.65	2.45	-4.4	3.7
4.33	1.87	-3.0	0.52	4.85	4.95	-6.9	6.2
-5.67	-8.13	7.0	-9.48	-5.15	-5.05	3.1	-3.8
-0.67	6.87	2.0	5.52	-0.15	9.95	8.1	1.2
9.33	-3.13	-8.0	-4.48	9.85	-0.05	-1.9	-8.8
9.01	2.18	8.56	8.33	-6.08	1.51	7.16	8.39
-0.99	-7.82	-1.44	-1.67	3.92	-8.49	-2.84	-1.61
-5.99	7.18	-6.44	3.33	8.92	6.51	-7.84	3.39
4.01	-2.82	3.56	-6.67	-1.08	-3.49	2.16	-6.61
1.51	9.68	-3.94	5.83	6.42	-0.99	9.66	-4.11
-8.49	-0.32	6.06	-4.17	-3.58	9.01	-0.34	5.89
-3.49	4.68	1.06	0.83	-8.58	-5.99	-5.34	-9.11
6.51	-5.32	-8.94	-9.17	1.42	4.01	4.66	0.89
5.26	5.93	4.81	-2.92	2.67	2.76	5.91	-7.86
-4.74	-4.07	-5.19	7.08	-7.33	-7.24	-4.09	2.14
-9.74	0.93	-0.19	-7.92	-2.33	7.76	-9.09	-2.86
0.26	-9.07	9.81	2.08	7.67	-2.24	0.91	7.14
2.76	3.43	-7.69	-0.42	-4.83	-4.74	8.41	4.64
-7.24	-6.57	2.31	9.58	5.17	5.26	-1.59	-5.36
-2.24	8.43	7.31	-5.42	0.17	-9.74	-6.59	9.64
7.76	-1.57	-2.69	4.58	-9.83	0.26	3.41	-0.36
8.39	7.8	-5.81	0.21	-0.46	5.89	-3.47	-5.99
-1.61	-2.2	4.19	-9.79	9.54	-4.11	6.53	4.01
-6.61	2.8	9.19	5.21	4.54	0.89	1.53	-0.99
3.39	-7.2	-0.81	-4.79	-5.46	-9.11	-8.47	9.01
0.89	0.3	1.69	2.71	2.04	-6.61	-0.97	1.51
-9.11	-9.7	-8.31	-7.29	-7.96	3.39	9.03	-8.49
-4.11	5.3	-3.31	7.71	-2.96	-1.61	4.03	6.51
5.89	-4.7	6.69	-2.29	7.04	8.39	-5.97	-3.49
7.14	4.05	-2.06	-6.04	8.29	9.64	-4.72	5.26
-2.86	-5.95	7.94	3.96	-1.71	-0.36	5.28	-4.74
-7.86	9.05	2.94	-1.04	-6.71	4.64	0.28	0.26
2.14	-0.95	-7.06	8.96	3.29	-5.36	-9.72	-9.74
4.64	6.55	5.44	-8.54	-9.21	-7.86	-2.22	-2.24
-5.36	-3.45	-4.56	1.46	0.79	2.14	7.78	7.76
-0.36	1.55	-9.56	-3.54	5.79	-2.86	2.78	-7.24
9.64	-8.45	0.44	6.46	-4.21	7.14	-7.22	2.76
9.48	4.52	-9.72	3.8	3.76	8.23	9.5	9.17
-0.52	-5.48	0.28	-6.2	-6.24	-1.77	-0.5	-0.83
-5.52	9.52	5.28	8.8	-1.24	3.23	-5.5	4.17
4.48	-0.48	-4.72	-1.2	8.76	-6.77	4.5	-5.83
1.98	7.02	2.78	1.3	-3.74	-9.27	7.0	-3.33
-8.02	-2.98	-7.22	-8.7	6.26	0.73	-3.0	6.67
-3.02	2.02	-2.22	6.3	1.26	-4.27	-8.0	-8.33
6.98	-7.98	7.78	-3.7	-8.74	5.73	2.0	1.67
5.73	8.27	-3.47	-9.95	-7.49	6.98	8.25	-9.58
-4.27	-1.73	6.53	0.05	2.51	-3.02	-1.75	0.42
-9.27	3.27	1.53	-4.95	7.51	1.98	-6.75	-4.58
0.73	-6.73	-8.47	5.05	-2.49	-8.02	3.25	5.42
3.23	0.77	9.03	-7.45	5.01	-5.52	5.75	2.92
-6.77	-9.23	-0.97	2.55	-4.99	4.48	-4.25	-7.08
-1.77	5.77	-5.97	-2.45	-9.99	-0.52	-9.25	7.92
8.23	-4.23	4.03	7.55	0.01	9.48	0.75	-2.08
7.61	5.15	7.16	6.92	9.38	3.86	-1.12	-6.46
-2.39	-4.85	-2.84	-3.08	-0.62	-6.14	8.88	3.54
-7.39	0.15	-7.84	1.92	-5.62	8.86	3.88	-1.46
2.61	-9.85	2.16	-8.08	4.38	-1.14	-6.12	8.54
0.11	2.65	-0.34	9.42	-8.12	-3.64	-3.62	1.04
-9.89	-7.35	9.66	-0.58	1.88	6.36	6.38	-8.96
-4.89	7.65	4.66	4.42	6.88	-8.64	1.38	6.04
5.11	-2.35	-5.34	-5.58	-3.12	1.36	-8.62	-3.96
6.36	1.4	0.91	-1.83	-1.87	0.11	-2.37	7.29
-3.64	-8.6	-9.09	8.17	8.13	-9.89	7.63	-2.71
-8.64	6.4	-4.09	-6.83	3.13	5.11	2.63	2.29
1.36	-3.6	5.91	3.17	-6.87	-4.89	-7.37	-7.71
3.86	8.9	-6.59	-4.33	0.63	-2.39	-4.87	-0.21
-6.14	-1.1	3.41	5.67	-9.37	7.61	5.13	9.79
-1.14	3.9	8.41	-9.33	-4.37	-7.39	0.13	-5.21
8.86	-6.1	-1.59	0.67	5.63	2.61	-9.87	4.79
9.17	9.83	2.47	-7.14	-9.68	-3.96	4.81	-3.02
-0.83	-0.17	-7.53	2.86	0.32	6.04	-5.19	6.98
-5.83	4.83	-2.53	-2.14	5.32	-8.96	-0.19	-8.02
4.17	-5.17	7.47	7.86	-4.68	1.04	9.81	1.98
1.67	2.33	-5.03	-9.64	7.82	3.54	2.31	9.48
-8.33	-7.67	4.97	0.36	-2.18	-6.46	-7.69	-0.52
-3.33	7.33	9.97	-4.64	-7.18	8.54	-2.69	4.48
6.67	-2.67	-0.03	5.36	2.82	-1.46	7.31	-5.52
5.42	3.58	6.22	1.61	1.57	-0.21	3.56	3.23
-4.58	-6.42	-3.78	-8.39	-8.43	9.79	-6.44	-6.77
-9.58	8.58	-8.78	6.61	-3.43	-5.21	-1.44	8.23
0.42	-1.42	1.22	-3.39	6.57	4.79	8.56	-1.77
2.92	6.08	-1.28	4.11	-0.93	2.29	1.06	-9.27
-7.08	-3.92	8.72	-5.89	9.07	-7.71	-8.94	0.73
-2.08	1.08	3.72	9.11	4.07	7.29	-3.94	-4.27
7.92	-8.92	-6.28	-0.89	-5.93	-2.71	6.06	5.73
8.54	0.46	-4.4	-4.01	-4.05	-8.33	-5.81	0.11
-1.46	-9.54	5.6	5.99	5.95	1.67	4.19	-9.89
-6.46	5.46	0.6	-9.01	0.95	-3.33	9.19	5.11
3.54	-4.54	-9.4	0.99	-9.05	6.67	-0.81	-4.89
1.04	7.96	8.1	-1.51	3.45	9.17	-8.31	-7.39
-8.96	-2.04	-1.9	8.49	-6.55	-0.83	1.69	2.61
-3.96	2.96	-6.9	-6.51	-1.55	4.17	6.69	-2.39
6.04	-7.04	3.1	3.49	8.45	-5.83	-3.31	7.61
7.29	6.71	-8.15	9.74	7.2	-7.08	-7.06	-1.14
-2.71	-3.29	1.85	-0.26	-2.8	2.92	2.94	8.86
-7.71	1.71	6.85	4.74	-7.8	-2.08	7.94	-6.14
